Journal,年份,ISSN/EISSN,Review,OA Journal Index（OAJ）,Open Access,Web of Science,标注,大类,大类分区,Top,小类1,小类1分区,小类2,小类2分区,小类3,小类3分区,小类4,小类4分区,小类5,小类5分区,小类6,小类6分区
BRITISH JOURNAL OF ORAL & MAXILLOFACIAL SURGERY,2025,0266-4356/1532-1940,否,否,否,SCIE,,医学,3 [2076/5603],否, SURGERY 外科,3 [113/292]," DENTISTRY, ORAL SURGERY & MEDICINE 牙科与口腔外科",4 [61/157],,,,,,,,
British Journal of Pain,2025,2049-4637/2049-4645,否,否,否,ESCI,,医学,4 [3305/5603],否, CLINICAL NEUROLOGY 临床神经病学,4 [186/278],,,,,,,,,,
BRITISH JOURNAL OF PHARMACOLOGY,2025,0007-1188/1476-5381,否,否,否,SCIE,,医学,2 [725/5603],否, PHARMACOLOGY & PHARMACY 药学,2 [37/350],,,,,,,,,,
BRITISH JOURNAL OF POLITICAL SCIENCE,2025,0007-1234/1469-2112,否,是,是,SSCI,,社会学,1 [18/2039],是, POLITICAL SCIENCE 政治学,1 [10/317],,,,,,,,,,
British Journal of Politics & International Relations,2025,1369-1481/1467-856X,否,否,否,SSCI,,社会学,2 [116/2039],否, INTERNATIONAL RELATIONS 国际关系学,2 [25/165], POLITICAL SCIENCE 政治学,3 [59/317],,,,,,,,
BRITISH JOURNAL OF PSYCHIATRY,2025,0007-1250/1472-1465,否,否,否,SSCI;SCIE,,医学,1 [248/5603],是, PSYCHIATRY 精神病学,1 [11/277],,,,,,,,,,
BRITISH JOURNAL OF PSYCHOLOGY,2025,0007-1269/2044-8295,否,否,否,SSCI,,心理学,2 [84/657],否," PSYCHOLOGY, MULTIDISCIPLINARY 心理学：综合",2 [26/219],,,,,,,,,,
British Journal of Psychotherapy,2025,0265-9883/1752-0118,否,否,否,ESCI,,医学,4 [3568/5603],否, PSYCHIATRY 精神病学,4 [197/277],,,,,,,,,,
BRITISH JOURNAL OF RADIOLOGY,2025,0007-1285/1748-880X,否,否,否,SCIE,,医学,4 [3946/5603],否," RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING 核医学",4 [150/206],,,,,,,,,,
British Journal of Religious Education,2025,0141-6200/1740-7931,否,否,否,SSCI;AHCI,,教育学,4 [285/840],否, RELIGION 宗教,2 [34/340], EDUCATION & EDUCATIONAL RESEARCH 教育学和教育研究,4 [268/754],,,,,,,,
BRITISH JOURNAL OF SOCIAL PSYCHOLOGY,2025,0144-6665/2044-8309,否,否,否,SSCI,,心理学,1 [54/657],是," PSYCHOLOGY, SOCIAL 心理学：社会",2 [11/76],,,,,,,,,,
BRITISH JOURNAL OF SOCIAL WORK,2025,0045-3102/1468-263X,否,否,否,SSCI,,社会学,3 [420/2039],否, SOCIAL WORK 社会工作,2 [13/91],,,,,,,,,,
BRITISH JOURNAL OF SOCIOLOGY OF EDUCATION,2025,0142-5692/1465-3346,否,否,否,SSCI,,教育学,3 [130/840],否, EDUCATION & EDUCATIONAL RESEARCH 教育学和教育研究,3 [129/754], SOCIOLOGY 社会学,3 [53/216],,,,,,,,
BRITISH JOURNAL OF SOCIOLOGY,2025,0007-1315/1468-4446,否,否,否,SSCI,,社会学,1 [97/2039],是, SOCIOLOGY 社会学,2 [26/216],,,,,,,,,,
British Journal of Special Education,2025,0952-3383/1467-8578,否,否,否,ESCI,,教育学,4 [414/840],否," EDUCATION, SPECIAL 特殊教育学",4 [32/62],,,,,,,,,,
BRITISH JOURNAL OF SPORTS MEDICINE,2025,0306-3674/1473-0480,否,否,否,SCIE,,医学,1 [109/5603],是, SPORT SCIENCES 运动科学,1 [2/126],,,,,,,,,,
British Journal of Surgery,2025,0007-1323/1365-2168,否,否,否,SCIE,,医学,1 [246/5603],是, SURGERY 外科,1 [7/292],,,,,,,,,,
British Journal of Visual Impairment,2025,0264-6196/1744-5809,否,否,否,ESCI,,医学,4 [4185/5603],否, OPHTHALMOLOGY 眼科学,4 [72/95],,,,,,,,,,
British Journalism Review,2025,0956-4748/1741-2668,否,否,否,ESCI,,文学,4 [1138/1193],否, COMMUNICATION 传播学,4 [198/223],,,,,,,,,,
BRITISH MEDICAL BULLETIN,2025,0007-1420/1471-8391,是,否,否,SCIE,,医学,2 [404/5603],否," MEDICINE, GENERAL & INTERNAL 医学：内科",2 [19/327],,,,,,,,,,
British Politics,2025,1746-918X/1746-9198,否,否,否,SSCI,,社会学,4 [726/2039],否, POLITICAL SCIENCE 政治学,4 [184/317],,,,,,,,,,
BRITISH POULTRY SCIENCE,2025,0007-1668/1466-1799,否,否,否,SCIE,,农林科学,4 [439/904],否," AGRICULTURE, DAIRY & ANIMAL SCIENCE 奶制品与动物科学",4 [38/80],,,,,,,,,,
BRITTONIA,2025,0007-196X/1938-436X,否,否,否,SCIE,,生物学,4 [744/1091],否, PLANT SCIENCES 植物科学,4 [166/265],,,,,,,,,,
Brock Education-A Journal of Educational Research and Practice,2025,1183-1189/1183-1189,否,否,是,ESCI,,教育学,4 [484/840],否, EDUCATION & EDUCATIONAL RESEARCH 教育学和教育研究,4 [446/754],,,,,,,,,,
Brodogradnja,2025,0007-215X/1845-5859,否,否,是,SCIE,,工程技术,3 [306/1437],否," ENGINEERING, MARINE 工程：海洋",2 [4/26],,,,,,,,,,
Bronte Studies,2025,1474-8932/1745-8226,否,否,否,AHCI,,文学,3 [512/1193],否," LITERATURE, BRITISH ISLES 英国文学",4 [12/21],,,,,,,,,,
BROOKINGS PAPERS ON ECONOMIC ACTIVITY,2025,0007-2303/1533-4465,否,否,否,SSCI,,经济学,4 [466/765],否, ECONOMICS 经济学,4 [384/599],,,,,,,,,,
BRQ-Business Research Quarterly,2025,2340-9444/2340-9444,否,否,是,SSCI,,管理学,3 [286/1025],否, BUSINESS 商业：管理,4 [108/302], MANAGEMENT 管理学,4 [150/404],,,,,,,,
Brumal-Research Journal on the Fantastic,2025,2014-7910/2014-7910,否,否,是,ESCI,,文学,4 [621/1193],否," HUMANITIES, MULTIDISCIPLINARY 人文科学",4 [171/406],,,,,,,,,,
Bruno Pini Mathematical Analysis Seminar,2025,2240-2829/2240-2829,否,否,是,ESCI,,数学,4 [771/815],否, MATHEMATICS 数学,4 [470/487],,,,,,,,,,
Brussels Studies,2025,2031-0293/2031-0293,否,否,是,ESCI,,经济学,4 [717/765],否, URBAN STUDIES 城市研究,4 [74/77],,,,,,,,,,
BRYOLOGIST,2025,0007-2745/1938-4378,否,否,否,SCIE,,生物学,4 [723/1091],否, PLANT SCIENCES 植物科学,4 [161/265],,,,,,,,,,
BSGF-Earth Sciences Bulletin,2025,0037-9409/1777-5817,否,否,是,SCIE,,地球科学,3 [142/575],否," GEOSCIENCES, MULTIDISCIPLINARY 地球科学：综合",3 [76/258],,,,,,,,,,
Buddhist-Christian Studies,2025,0882-0945/1527-9472,否,否,否,ESCI,,哲学,4 [557/795],否, RELIGION 宗教,4 [267/340],,,,,,,,,,
Buffalo Bulletin,2025,0125-6726/2539-5696,否,否,否,SCIE,,农林科学,4 [790/904],否," AGRICULTURE, DAIRY & ANIMAL SCIENCE 奶制品与动物科学",4 [69/80],,,,,,,,,,
BUFFALO LAW REVIEW,2025,0023-9356/0023-9356,否,否,否,SSCI,,社会学,4 [868/2039],否, LAW 法学,4 [148/427],,,,,,,,,,
BUILDING ACOUSTICS,2025,1351-010X/2059-8025,否,否,否,ESCI,,工程技术,4 [739/1437],否, ACOUSTICS 声学,4 [30/40],,,,,,,,,,
BUILDING AND ENVIRONMENT,2025,0360-1323/1873-684X,否,否,否,SCIE,,工程技术,1 [45/1437],是," ENGINEERING, CIVIL 工程：土木",1 [6/180], CONSTRUCTION & BUILDING TECHNOLOGY 结构与建筑技术,2 [8/91]," ENGINEERING, ENVIRONMENTAL 工程：环境",2 [7/80],,,,,,
BUILDING RESEARCH AND INFORMATION,2025,0961-3218/1466-4321,否,否,否,SCIE,,工程技术,3 [287/1437],否, CONSTRUCTION & BUILDING TECHNOLOGY 结构与建筑技术,3 [19/91],,,,,,,,,,
Building Services Engineering Research & Technology,2025,0143-6244/1477-0849,否,否,否,SCIE,,工程技术,4 [934/1437],否, CONSTRUCTION & BUILDING TECHNOLOGY 结构与建筑技术,4 [60/91],,,,,,,,,,
Building Simulation,2025,1996-3599/1996-8744,否,否,否,SCIE,,工程技术,1 [81/1437],是, CONSTRUCTION & BUILDING TECHNOLOGY 结构与建筑技术,1 [7/91], THERMODYNAMICS 热力学,1 [5/78],,,,,,,,
Buildings & Landscapes-Journal of the Vernacular Architecture Forum,2025,1936-0886/1934-6832,否,否,否,AHCI,,艺术学,3 [243/484],否, ARCHITECTURE 建筑学,3 [22/94],,,,,,,,,,
Buildings,2025,2075-5309/2075-5309,否,否,是,SCIE,Mega-Journal,工程技术,3 [394/1437],否, CONSTRUCTION & BUILDING TECHNOLOGY 结构与建筑技术,3 [21/91]," ENGINEERING, CIVIL 工程：土木",3 [51/180],,,,,,,,
Built Environment Project and Asset Management,2025,2044-124X/2044-1258,否,否,否,ESCI,,工程技术,4 [698/1437],否," ENGINEERING, CIVIL 工程：土木",4 [95/180],,,,,,,,,,
Bulgarian Astronomical Journal,2025,1313-2709/1314-5592,否,否,否,ESCI,,物理与天体物理,4 [396/406],否, ASTRONOMY & ASTROPHYSICS 天文与天体物理,4 [83/84],,,,,,,,,,
BULGARIAN HISTORICAL REVIEW-REVUE BULGARE D HISTOIRE,2025,0204-8906,否,否,否,AHCI,,历史学,4 [572/778],否, HISTORY 历史学,4 [358/523],,,,,,,,,,
Bulgarian Journal of Agricultural Science,2025,1310-0351/1310-0351,否,否,否,ESCI,,农林科学,4 [775/904],否, ENVIRONMENTAL SCIENCES 环境科学,4 [338/357],,,,,,,,,,
Bulgarski Ezik i Literatura-Bulgarian Language and Literature,2025,0323-9519/1314-8516,否,否,否,ESCI,,文学,4 [1030/1193],否, LANGUAGE & LINGUISTICS 语言与语言学,4 [353/391],,,,,,,,,,
Bulgarsko e-Spisanie za Arkheologiya-Bulgarian e-Journal of Archaeology,2025,1314-5088/1314-5088,否,否,是,ESCI,,历史学,4 [557/778],否, ARCHAEOLOGY 考古学,4 [123/164],,,,,,,,,,
BULLETIN DE L ACADEMIE NATIONALE DE MEDECINE,2025,0001-4079/2271-4820,否,否,否,SCIE,,医学,4 [5386/5603],否," MEDICINE, GENERAL & INTERNAL 医学：内科",4 [278/327],,,,,,,,,,
Bulletin de la Societe Linneenne de Lyon,2025,2554-5280,否,否,否,SCIE,,生物学,4 [1002/1091],否, BIOLOGY 生物学,4 [89/109],,,,,,,,,,
BULLETIN DE LA SOCIETE MATHEMATIQUE DE FRANCE,2025,0037-9484/2102-622X,否,否,否,SCIE,,数学,4 [361/815],否, MATHEMATICS 数学,4 [233/487],,,,,,,,,,
Bulletin de la Societe Prehistorique Francaise,2025,0249-7638/1760-7361,否,否,否,ESCI,,历史学,4 [753/778],否, ARCHAEOLOGY 考古学,4 [154/164],,,,,,,,,,
BULLETIN DES SCIENCES MATHEMATIQUES,2025,0007-4497/1952-4773,否,否,否,SCIE,,数学,3 [246/815],否," MATHEMATICS, APPLIED 应用数学",3 [122/330],,,,,,,,,,
BULLETIN DU CANCER,2025,0007-4551/1769-6917,否,否,否,SCIE,,医学,4 [4989/5603],否, ONCOLOGY 肿瘤学,4 [296/318],,,,,,,,,,
BULLETIN HISPANIQUE,2025,0007-4640,否,否,否,AHCI,,文学,4 [866/1193],否," LITERATURE, ROMANCE 罗曼语系文学",4 [86/116],,,,,,,,,,
Bulletin KNOB,2025,0166-0470/2589-3343,否,否,是,ESCI,,艺术学,4 [426/484],否, ARCHITECTURE 建筑学,4 [56/94],,,,,,,,,,
Bulletin Mathematique de la Societe des Sciences Mathematiques de Roumanie,2025,1220-3874/2065-0264,否,否,否,SCIE,,数学,4 [608/815],否, MATHEMATICS 数学,4 [385/487],,,,,,,,,,
BULLETIN MONUMENTAL,2025,0007-473X,否,否,否,AHCI,,历史学,4 [480/778],否, ARCHITECTURE 建筑学,3 [21/94], ARCHAEOLOGY 考古学,4 [113/164],,,,,,,,
Bulletin of Chemical Reaction Engineering and Catalysis,2025,1978-2993/1978-2993,否,否,是,ESCI,,工程技术,4 [1233/1437],否," ENGINEERING, CHEMICAL 工程：化工",4 [139/169],,,,,,,,,,
Bulletin of Computational Applied Mathematics,2025,2244-8659/2244-8659,否,否,是,ESCI,,数学,4 [808/815],否," MATHEMATICS, APPLIED 应用数学",4 [324/330],,,,,,,,,,
Bulletin of Earthquake Engineering,2025,1570-761X/1573-1456,否,否,否,SCIE,,工程技术,2 [209/1437],否," GEOSCIENCES, MULTIDISCIPLINARY 地球科学：综合",2 [47/258]," ENGINEERING, GEOLOGICAL 工程：地质",3 [16/65],,,,,,,,
BULLETIN OF ECONOMIC RESEARCH,2025,0307-3378/1467-8586,否,否,否,SSCI,,经济学,4 [550/765],否, ECONOMICS 经济学,4 [450/599],,,,,,,,,,
Bulletin of Engineering Geology and the Environment,2025,1435-9529/1435-9537,否,否,否,SCIE,,工程技术,2 [253/1437],否," ENGINEERING, ENVIRONMENTAL 工程：环境",3 [26/80]," ENGINEERING, GEOLOGICAL 工程：地质",3 [20/65]," GEOSCIENCES, MULTIDISCIPLINARY 地球科学：综合",3 [66/258],,,,,,
BULLETIN OF ENTOMOLOGICAL RESEARCH,2025,0007-4853/1475-2670,否,否,否,SCIE,,农林科学,3 [314/904],否, ENTOMOLOGY 昆虫学,3 [44/109],,,,,,,,,,
BULLETIN OF ENVIRONMENTAL CONTAMINATION AND TOXICOLOGY,2025,0007-4861/1432-0800,否,否,否,SCIE,,环境科学与生态学,4 [352/504],否, ENVIRONMENTAL SCIENCES 环境科学,4 [273/357], TOXICOLOGY 毒理学,4 [88/106],,,,,,,,
BULLETIN OF EXPERIMENTAL BIOLOGY AND MEDICINE,2025,0007-4888/1573-8221,否,否,否,SCIE,,医学,4 [4956/5603],否," MEDICINE, RESEARCH & EXPERIMENTAL 医学：研究与实验",4 [167/188],,,,,,,,,,
Bulletin of Geography-Physical Geography Series,2025,2080-7686/2300-8490,否,否,是,ESCI,,地球科学,4 [525/575],否," GEOGRAPHY, PHYSICAL 自然地理",4 [57/63],,,,,,,,,,
Bulletin of Geography-Socio-Economic Series,2025,1732-4254/2083-8298,否,否,是,ESCI,,社会学,4 [1462/2039],否, GEOGRAPHY 地理学,4 [107/171],,,,,,,,,,
Bulletin of Geophysics and Oceanography,2025,2785-339X/2785-2970,否,否,是,SCIE,,地球科学,4 [471/575],否, GEOCHEMISTRY & GEOPHYSICS 地球化学与地球物理,4 [82/99],,,,,,,,,,
BULLETIN OF GEOSCIENCES,2025,1214-1119/1802-8225,否,否,否,SCIE,,地球科学,4 [278/575],否," GEOSCIENCES, MULTIDISCIPLINARY 地球科学：综合",4 [140/258], PALEONTOLOGY 古生物学,4 [32/57],,,,,,,,
BULLETIN OF HISPANIC STUDIES,2025,1475-3839/1478-3398,否,否,否,AHCI,,文学,4 [583/1193],否," LITERATURE, ROMANCE 罗曼语系文学",3 [39/116],,,,,,,,,,
BULLETIN OF INDONESIAN ECONOMIC STUDIES,2025,0007-4918/1472-7234,否,否,否,SSCI,,经济学,2 [107/765],否, AREA STUDIES 地域研究,2 [13/174], ECONOMICS 经济学,3 [107/599],,,,,,,,
BULLETIN OF INSECTOLOGY,2025,1721-8861/2283-0332,否,否,否,SCIE,,农林科学,3 [399/904],否, ENTOMOLOGY 昆虫学,4 [63/109],,,,,,,,,,
Bulletin of Irkutsk State University-Series Mathematics,2025,1997-7670/2541-8785,否,否,是,ESCI,,数学,4 [613/815],否, MATHEMATICS 数学,4 [387/487],,,,,,,,,,
Bulletin of Latin American Research,2025,0261-3050/1470-9856,否,否,否,SSCI,,历史学,3 [231/778],否, AREA STUDIES 地域研究,4 [72/174],,,,,,,,,,
BULLETIN OF MARINE SCIENCE,2025,0007-4977/1553-6955,否,否,否,SCIE,,生物学,4 [751/1091],否, MARINE & FRESHWATER BIOLOGY 海洋与淡水生物学,4 [72/118], OCEANOGRAPHY 海洋学,4 [46/66],,,,,,,,
BULLETIN OF MATERIALS SCIENCE,2025,0250-4707/0973-7669,否,否,否,SCIE,,材料科学,4 [317/495],否," MATERIALS SCIENCE, MULTIDISCIPLINARY 材料科学：综合",4 [320/436],,,,,,,,,,
Bulletin of Mathematical Analysis and Applications,2025,1821-1291/1821-1291,否,否,否,ESCI,,数学,4 [727/815],否, MATHEMATICS 数学,4 [450/487],,,,,,,,,,
BULLETIN OF MATHEMATICAL BIOLOGY,2025,0092-8240/1522-9602,否,否,否,SCIE,,数学,4 [298/815],否, BIOLOGY 生物学,3 [39/109], MATHEMATICAL & COMPUTATIONAL BIOLOGY 数学与计算生物学,3 [21/66],,,,,,,,
Bulletin of Mathematical Sciences,2025,1664-3607/1664-3615,否,否,是,SCIE,,数学,2 [96/815],否, MATHEMATICS 数学,2 [58/487],,,,,,,,,,
Bulletin of Medieval Canon Law-New Series,2025,0146-2989/2372-2509,否,否,否,ESCI,,哲学,4 [512/795],否, RELIGION 宗教,4 [246/340],,,,,,,,,,
Bulletin of Russian State Medical University,2025,2500-1094/2542-1204,否,否,是,ESCI,,医学,4 [5525/5603],否," MEDICINE, GENERAL & INTERNAL 医学：内科",4 [317/327],,,,,,,,,,
Bulletin of Spanish Studies,2025,1475-3820/1478-3428,否,否,否,AHCI,,文学,3 [448/1193],否," LITERATURE, ROMANCE 罗曼语系文学",1 [15/116],,,,,,,,,,
BULLETIN OF SYMBOLIC LOGIC,2025,1079-8986/1943-5894,否,否,否,SCIE,,数学,3 [174/815],否, LOGIC 逻辑学,2 [6/25], MATHEMATICS 数学,3 [109/487],,,,,,,,
BULLETIN OF THE AMERICAN MATHEMATICAL SOCIETY,2025,0273-0979/1088-9485,否,否,否,SCIE,,数学,2 [103/815],否, MATHEMATICS 数学,2 [62/487],,,,,,,,,,
BULLETIN OF THE AMERICAN METEOROLOGICAL SOCIETY,2025,0003-0007/1520-0477,否,否,否,SCIE,,地球科学,2 [54/575],是, METEOROLOGY & ATMOSPHERIC SCIENCES 气象与大气科学,2 [15/109],,,,,,,,,,
BULLETIN OF THE AMERICAN MUSEUM OF NATURAL HISTORY,2025,0003-0090/1937-3546,否,否,否,SCIE,,环境科学与生态学,2 [55/504],否, BIODIVERSITY CONSERVATION 生物多样性保护,2 [8/75], ECOLOGY 生态学,2 [30/196],,,,,,,,
Bulletin of the American Society of Overseas Research,2025,2769-3600/2769-3589,否,否,否,AHCI,,历史学,3 [186/778],否, ARCHAEOLOGY 考古学,3 [66/164],,,,,,,,,,
BULLETIN OF THE AMERICAN SOCIETY OF PAPYROLOGISTS,2025,0003-1186/1938-6958,否,否,否,AHCI,,历史学,4 [354/778],否, ARCHAEOLOGY 考古学,4 [88/164],,,,,,,,,,
BULLETIN OF THE ATOMIC SCIENTISTS,2025,0096-3402/1938-3282,否,否,否,SSCI,,社会学,4 [1429/2039],否, INTERNATIONAL RELATIONS 国际关系学,4 [136/165], SOCIAL ISSUES 社会问题,4 [51/66],,,,,,,,
BULLETIN OF THE AUSTRALIAN MATHEMATICAL SOCIETY,2025,0004-9727/1755-1633,否,否,否,SCIE,,数学,4 [388/815],否, MATHEMATICS 数学,4 [248/487],,,,,,,,,,
BULLETIN OF THE BELGIAN MATHEMATICAL SOCIETY-SIMON STEVIN,2025,1370-1444/2034-1970,否,否,否,SCIE,,数学,4 [465/815],否, MATHEMATICS 数学,4 [298/487],,,,,,,,,,
BULLETIN OF THE BRAZILIAN MATHEMATICAL SOCIETY,2025,1678-7544/1678-7714,否,否,否,SCIE,,数学,3 [271/815],否, MATHEMATICS 数学,3 [169/487],,,,,,,,,,
BULLETIN OF THE CHEMICAL SOCIETY OF ETHIOPIA,2025,1011-3924/1726-801X,否,否,是,SCIE,,化学,4 [342/490],否," CHEMISTRY, MULTIDISCIPLINARY 化学：综合",4 [154/230],,,,,,,,,,
BULLETIN OF THE CHEMICAL SOCIETY OF JAPAN,2025,0009-2673/1348-0634,否,否,否,SCIE,,化学,4 [348/490],否," CHEMISTRY, MULTIDISCIPLINARY 化学：综合",4 [158/230],,,,,,,,,,
BULLETIN OF THE COUNCIL FOR RESEARCH IN MUSIC EDUCATION,2025,0010-9894/2162-7223,否,否,否,AHCI,,艺术学,3 [117/484],否, MUSIC 音乐,3 [47/110],,,,,,,,,,
Bulletin of the European Association for Theoretical Computer Science,2025,0252-9742/0252-9742,否,否,否,ESCI,,计算机科学,4 [637/758],否," COMPUTER SCIENCE, THEORY & METHODS 计算机：理论方法",4 [129/143],,,,,,,,,,
BULLETIN OF THE EUROPEAN ASSOCIATION OF FISH PATHOLOGISTS,2025,0108-0288/0108-0288,否,否,否,SCIE,,农林科学,4 [884/904],否, FISHERIES 渔业,4 [60/61], MARINE & FRESHWATER BIOLOGY 海洋与淡水生物学,4 [116/118],,,,,,,,
BULLETIN OF THE GEOLOGICAL SOCIETY OF DENMARK,2025,2245-7070/2245-7070,否,否,否,SCIE,,地球科学,4 [407/575],否," GEOSCIENCES, MULTIDISCIPLINARY 地球科学：综合",4 [189/258],,,,,,,,,,
BULLETIN OF THE GEOLOGICAL SOCIETY OF FINLAND,2025,0367-5211/1799-4632,否,否,是,SCIE,,地球科学,4 [293/575],否, GEOLOGY 地质学,3 [19/61],,,,,,,,,,
Bulletin of the German Historical Institute,2025,1048-9134/1048-9134,否,否,否,ESCI,,历史学,4 [767/778],否, HISTORY 历史学,4 [514/523],,,,,,,,,,
Bulletin of the History of Archaeology,2025,1062-4740/2047-6930,否,否,是,ESCI,,历史学,1 [30/778],是, ARCHAEOLOGY 考古学,2 [20/164],,,,,,,,,,
BULLETIN OF THE HISTORY OF MEDICINE,2025,0007-5140/1086-3176,否,否,否,SSCI;AHCISCIE,,哲学,3 [207/795],否, HISTORY & PHILOSOPHY OF SCIENCE 科学史与科学哲学,3 [43/105], HEALTH CARE SCIENCES & SERVICES 卫生保健与服务,4 [86/173],,,,,,,,
Bulletin of the Hospital for Joint Diseases,2025,2328-4633/2328-5273,否,否,否,ESCI,,医学,4 [4662/5603],否, ORTHOPEDICS 骨科,4 [116/136],,,,,,,,,,
BULLETIN OF THE INSTITUTE OF CLASSICAL STUDIES,2025,0076-0730/2041-5370,否,否,否,AHCI,,历史学,4 [460/778],否, CLASSICS 古典文学,4 [52/59],,,,,,,,,,
BULLETIN OF THE INSTITUTE OF HISTORY AND PHILOLOGY ACADEMIA SINICA,2025,1012-4195,否,否,否,AHCI,,历史学,4 [575/778],否, ASIAN STUDIES 亚洲研究,4 [89/102], HISTORY 历史学,4 [362/523], LANGUAGE & LINGUISTICS 语言与语言学,4 [317/391],,,,,,
Bulletin of the Institute of Mathematics Academia Sinica New Series,2025,2304-7909/2304-7895,否,否,否,ESCI,,数学,4 [777/815],否, MATHEMATICS 数学,4 [473/487],,,,,,,,,,
Bulletin of the Iranian Mathematical Society,2025,1017-060X/1735-8515,否,否,否,SCIE,,数学,4 [387/815],否, MATHEMATICS 数学,4 [247/487],,,,,,,,,,
Bulletin of the John Rylands Library,2025,2054-9318/2054-9326,否,否,否,AHCI,,历史学,4 [353/778],否," HUMANITIES, MULTIDISCIPLINARY 人文科学",4 [141/406],,,,,,,,,,
Bulletin of the Karaganda University-Mathematics,2025,2518-7929,否,否,是,ESCI,,数学,4 [614/815],否, MATHEMATICS 数学,4 [388/487],,,,,,,,,,
BULLETIN OF THE KOREAN CHEMICAL SOCIETY,2025,0253-2964/1229-5949,否,否,否,SCIE,,化学,4 [286/490],否," CHEMISTRY, MULTIDISCIPLINARY 化学：综合",4 [139/230],,,,,,,,,,
Bulletin of the Korean Mathematical Society,2025,1015-8634/1015-8634,否,否,否,SCIE,,数学,4 [352/815],否, MATHEMATICS 数学,4 [225/487],,,,,,,,,,
Bulletin of the Lebedev Physics Institute,2025,1068-3356/1934-838X,否,否,否,SCIE,,物理与天体物理,4 [321/406],否," PHYSICS, MULTIDISCIPLINARY 物理：综合",4 [83/111],,,,,,,,,,
BULLETIN OF THE LONDON MATHEMATICAL SOCIETY,2025,0024-6093/1469-2120,否,否,否,SCIE,,数学,3 [150/815],否, MATHEMATICS 数学,3 [91/487],,,,,,,,,,
Bulletin of the Malaysian Mathematical Sciences Society,2025,0126-6705/2180-4206,否,否,否,SCIE,,数学,3 [247/815],否, MATHEMATICS 数学,3 [155/487],,,,,,,,,,
BULLETIN OF THE MENNINGER CLINIC,2025,0025-9284/1943-2828,否,否,否,SSCI,,医学,4 [3767/5603],否, PSYCHIATRY 精神病学,4 [203/277]," PSYCHOLOGY, PSYCHOANALYSIS 心理学：分析",4 [17/23],,,,,,,,
Bulletin of the Mineral Research and Exploration,2025,0026-4563/0026-4563,否,否,是,ESCI,,地球科学,4 [516/575],否," GEOSCIENCES, MULTIDISCIPLINARY 地球科学：综合",4 [234/258],,,,,,,,,,
Bulletin of the New Zealand Society for Earthquake Engineering,2025,1174-9857/2324-1543,否,否,否,ESCI,,工程技术,4 [975/1437],否," ENGINEERING, GEOLOGICAL 工程：地质",4 [48/65],,,,,,,,,,
Bulletin of the Peabody Museum of Natural History,2025,0079-032X/2162-4135,否,否,否,SCIE,,哲学,1 [28/795],是, BIODIVERSITY CONSERVATION 生物多样性保护,2 [12/75], ECOLOGY 生态学,2 [40/196],,,,,,,,
Bulletin of the Polish Academy of Sciences-Technical Sciences,2025,0239-7528/2300-1917,否,否,是,SCIE,,工程技术,4 [976/1437],否," ENGINEERING, MULTIDISCIPLINARY 工程：综合",4 [95/179],,,,,,,,,,
BULLETIN OF THE SCHOOL OF ORIENTAL AND AFRICAN STUDIES-UNIVERSITY OF LONDON,2025,0041-977X/1474-0699,否,否,否,AHCI,,社会学,3 [499/2039],否, ASIAN STUDIES 亚洲研究,2 [10/102],,,,,,,,,,
BULLETIN OF THE SEISMOLOGICAL SOCIETY OF AMERICA,2025,0037-1106/1943-3573,否,否,否,SCIE,,地球科学,3 [145/575],否, GEOCHEMISTRY & GEOPHYSICS 地球化学与地球物理,3 [28/99],,,,,,,,,,
Bulletin of the South Ural State University Series-Mathematical Modelling Programming & Computer Software,2025,2071-0216/2308-0256,否,否,否,ESCI,,数学,4 [799/815],否," MATHEMATICS, APPLIED 应用数学",4 [321/330],,,,,,,,,,
Bulletin of the Technical Committee on Learning Technology,2025,2306-0212/2306-0212,否,否,否,ESCI,,教育学,4 [821/840],否, EDUCATION & EDUCATIONAL RESEARCH 教育学和教育研究,4 [739/754],,,,,,,,,,
Bulletin of the Tomsk Polytechnic University-Geo Assets Engineering,2025,2500-1019/2413-1830,否,否,是,ESCI,,工程技术,4 [1242/1437],否," ENGINEERING, GEOLOGICAL 工程：地质",4 [55/65],,,,,,,,,,
Bulletin of the University of Karaganda-Physics,2025,2518-7198,否,否,是,ESCI,,物理与天体物理,4 [397/406],否," PHYSICS, MULTIDISCIPLINARY 物理：综合",4 [108/111],,,,,,,,,,
BULLETIN OF THE WORLD HEALTH ORGANIZATION,2025,0042-9686/1564-0604,否,否,否,SCIE,,医学,2 [459/5603],否," PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH 公共卫生、环境卫生与职业卫生",1 [23/404],,,,,,,,,,
Bulletin of Tokyo Dental College,2025,0040-8891/0040-8891,否,否,否,ESCI,,医学,4 [4589/5603],否," DENTISTRY, ORAL SURGERY & MEDICINE 牙科与口腔外科",4 [126/157],,,,,,,,,,
