Journal,IF(2021)
Tribology-Materials Surfaces & Interfaces,N/A
UNIVERSITY OF NEW SOUTH WALES LAW JOURNAL,N/A
Voprosy Onomastiki-Problems of Onomastics,N/A
Western Pacific Surveillance and Response,N/A
ZEITSCHRIFT FUR GERMANISTISCHE LINGUISTIK,N/A
ACM Transactions on Cyber-Physical Systems,N/A
ANNALES DE BRETAGNE ET DES PAYS DE L OUEST,N/A
Advances in Medical Education and Practice,N/A
Agricultural and Resource Economics Review,N/A
American Journal of Cardiovascular Disease,N/A
Annals of Clinical and Analytical Medicine,N/A
Anuari de Filologia-Estudis de Linguistica,N/A
Applied Mathematics and Nonlinear Sciences,N/A
Applied Science and Convergence Technology,N/A
ArcHistoR-Architecture History Restoration,N/A
Architecture Civil Engineering Environment,N/A
Archivio Italiano di Urologia e Andrologia,N/A
Argentinian Journal of Applied Linguistics,N/A
Asia-Pacific Management Accounting Journal,N/A
Asian Biotechnology and Development Review,N/A
International Journal of Burns and Trauma,N/A
International Journal of Childrens Rights,N/A
International Journal of Electrochemistry,N/A
International Journal of Embedded Systems,N/A
International Journal of Ethics Education,N/A
International Journal of Maritime History,N/A
International Journal of Mycobacteriology,N/A
International Journal of Nursing Sciences,N/A
International Journal of Online Marketing,N/A
International Journal of Particle Therapy,N/A
International Journal of Surgery-Oncology,N/A
International Journal of Systemic Therapy,N/A
International Letters of Natural Sciences,N/A
International Review of Applied Economics,N/A
Iranian Journal of Applied Animal Science,N/A
Iranian Journal of Mathematical Chemistry,N/A
JOURNAL OF ENGLISH AND GERMANIC PHILOLOGY,N/A
JOURNAL OF SURFACE SCIENCE AND TECHNOLOGY,N/A
Jornal Brasileiro de Reproducao Assistida,N/A
Journal for Early Modern Cultural Studies,N/A
Journal for General Philosophy of Science,N/A
Journal for Peace and Nuclear Disarmament,N/A
Journal of Academic Language and Learning,N/A
Journal of Adult and Continuing Education,N/A
Journal of Advanced Manufacturing Systems,N/A
Journal of Agricultural Safety and Health,N/A
Journal of Ancient Near Eastern Religions,N/A
Journal of Archaeological Science-Reports,N/A
Journal of Candido Tostes Dairy Institute,N/A
Journal of Central Nervous System Disease,N/A
Journal of Chinese Literature and Culture,N/A
Journal of Contemporary European Research,N/A
Journal of Developmental Entrepreneurship,N/A
Journal of Education and Health Promotion,N/A
Journal of Experimental Political Science,N/A
Journal of Forensic Radiology and Imaging,N/A
Journal of Information Processing Systems,N/A
Journal of Interactive Media in Education,N/A
Journal of International Entrepreneurship,N/A
Journal of International Political Theory,N/A
Journal of Language Teaching and Learning,N/A
Journal of Management Accounting Research,N/A
Journal of Marine Science and Application,N/A
Journal of Motor Learning and Development,N/A
Journal of Nursing and Midwifery Sciences,N/A
Journal of Partial Differential Equations,N/A
Journal of Pediatric Surgery Case Reports,N/A
Journal of Police and Criminal Psychology,N/A
Journal of Polytechnic-Politeknik Dergisi,N/A
Journal of Research in Education Sciences,N/A
Journal of Revenue and Pricing Management,N/A
Journal of the Korean Medical Association,N/A
Journal of the Society for American Music,N/A
Jurnal Ilmu dan Teknologi Kelautan Tropis,N/A
Kompleksnoe Ispolzovanie Mineralnogo Syra,N/A
Lengua y Migracion-Language and Migration,N/A
Lino - Revista Anual de Historia del Arte,N/A
M+A-Revista Electronica de Medio Ambiente,N/A
Machine Learning and Knowledge Extraction,N/A
Magnificat Cultura i Literatura Medievals,N/A
McMaster Journal of Theology and Ministry,N/A
Metallography Microstructure and Analysis,N/A
Missouri Journal of Mathematical Sciences,N/A
Molecular Biology Research Communications,N/A
Annals of Library and Information Studies,N/A
Antiphon-A Journal for Liturgical Renewal,N/A
Anuario Mexicano de Derecho Internacional,N/A
Anuario de la Escuela de Historia Virtual,N/A
Aportes-Revista de Historia Contemporanea,N/A
Archives of Pediatric Infectious Diseases,N/A
Arenal-Revista de Historia de las Mujeres,N/A
Asia Pacific Journal of Environmental Law,N/A
Asia Pacific Journal of Health Management,N/A
Australian and New Zealand Journal of Art,N/A
Bangladesh Journal of Otorhinolaryngology,N/A
Brazilian Journal of Analytical Chemistry,N/A
Breast Cancer-Basic and Clinical Research,N/A
British Journal of American Legal Studies,N/A
Bulgarian Journal of Agricultural Science,N/A
Bulletin of Medieval Canon Law-New Series,N/A
CLCWEB-Comparative Literature and Culture,N/A
Canadian Journal of Law and Jurisprudence,N/A
Cardiovascular Endocrinology & Metabolism,N/A
Cardiovascular Revascularization Medicine,N/A
Case Reports in Gastrointestinal Medicine,N/A
Case Reports in Ophthalmological Medicine,N/A
Central European Journal of Communication,N/A
Clinical Practice in Pediatric Psychology,N/A
Clinical Psychology and Special Education,N/A
Clinical and Experimental Dental Research,N/A
Clinical and Experimental Health Sciences,N/A
Cold Spring Harbor Molecular Case Studies,N/A
Comics Grid-Journal of Comics Scholarship,N/A
Communications in Information and Systems,N/A
Conservation Science in Cultural Heritage,N/A
Contextos Educativos-Revista de Educacion,N/A
Current Obstetrics and Gynecology Reports,N/A
Current Treatment Options in Rheumatology,N/A
Daimon-Revista Internacional de Filosofia,N/A
Dolomites Research Notes on Approximation,N/A
ESQ-A JOURNAL OF THE AMERICAN RENAISSANCE,N/A
Electrical Engineering & Electromechanics,N/A
Ergo-An Open Access Journal of Philosophy,N/A
Eurasian Journal of Medicine and Oncology,N/A
European Archives of Paediatric Dentistry,N/A
European Company and Financial Law Review,N/A
European Journal of Comparative Economics,N/A
European Journal of Engineering Education,N/A
European Journal of Translational Myology,N/A
European Journal of Trauma & Dissociation,N/A
Fennia-International Journal of Geography,N/A
Folk Life-Journal of Ethnological Studies,N/A
Framework-The Journal of Cinema and Media,N/A
Future Journal of Pharmaceutical Sciences,N/A
GE Portuguese Journal of Gastroenterology,N/A
GIORNALE CRITICO DELLA FILOSOFIA ITALIANA,N/A
Global Knowledge Memory and Communication,N/A
Health Psychology and Behavioral Medicine,N/A
Horizon-Fenomenologicheskie Issledovaniya,N/A
IACR Transactions on Symmetric Cryptology,N/A
IEEE Open Journal of Circuits and Systems,N/A
IEEE Open Journal of Vehicular Technology,N/A
IEEE Open Journal of the Computer Society,N/A
IEEE Systems Man and Cybernetics Magazine,N/A
IIM Kozhikode Society & Management Review,N/A
INTERNATIONAL JOURNAL OF SOCIAL ECONOMICS,N/A
Integrated Pharmacy Research and Practice,N/A
International Archives of Health Sciences,N/A
Jurnal Cita Hukum-Indonesian Law Journal,N/A
Konstantinove Listy-Constantines Letters,N/A
KronoScope-Journal for the Study of Time,N/A
Laboratoire Italien-Politique et Societe,N/A
Letters in Spatial and Resource Sciences,N/A
Limite-Revista de Filosofia y Psicologia,N/A
Logos-Anales del Seminario de Metafisica,N/A
Matraga-Estudos Linguisticos e Literario,N/A
Medical Bulletin of Sisli Etfal Hospital,N/A
Medical Perspectives-Medicni Perspektivi,N/A
Mediterranean Archaeology & Archaeometry,N/A
Meridians-Feminism Race Transnationalism,N/A
Method & Theory in the Study of Religion,N/A
Methods and Objects of Chemical Analysis,N/A
Oeconomia-History Methodology Philosophy,N/A
PHILOSOPHY AND PHENOMENOLOGICAL RESEARCH,N/A
Panacea-Boletin de Medicina y Traduccion,N/A
Papers from the Institute of Archaeology,N/A
Pasavento-Revista de Estudios Hispanicos,N/A
Pastoralism-Research Policy and Practice,N/A
Peace Review-A Journal of Social Justice,N/A
Phenomenology and the Cognitive Sciences,N/A
Pixel-Bit- Revista de Medios y Educacion,N/A
Policija i Sigurnost-Police and Security,N/A
Procesos-Revista Ecuatoriana de Historia,N/A
Psychotherapy and Politics International,N/A
Punjab University Journal of Mathematics,N/A
REVESCO-Revista de Estudios Cooperativos,N/A
REVUE D HISTOIRE LITTERAIRE DE LA FRANCE,N/A
RMS-Research in Mathematics & Statistics,N/A
Revista Evidenciacao Contabil & Financas,N/A
Revue Cirkevniho Prava-Church Law Review,N/A
SKASE Journal of Theoretical Linguistics,N/A
STUDIES IN RELIGION-SCIENCES RELIGIEUSES,N/A
Scandinavian Journal of Forensic Science,N/A
Shaw-The Journal of Bernard Shaw Studies,N/A
Smart Homecare Technology and TeleHealth,N/A
Spatial and Spatio-Temporal Epidemiology,N/A
Studia Universitatis Babes-Bolyai Musica,N/A
Studies in the Education of Adults-NIACE,N/A
Sustainable and Resilient Infrastructure,N/A
TEXAS STUDIES IN LITERATURE AND LANGUAGE,N/A
THEORETICAL ISSUES IN ERGONOMICS SCIENCE,N/A
TRANSACTIONS OF THE PHILOLOGICAL SOCIETY,N/A
Techniques in Shoulder and Elbow Surgery,N/A
Trabajo Social Global-Global Social Work,N/A
Turkish Journal of History-Tarih Dergisi,N/A
Urbe-Revista Brasileira de Gestao Urbana,N/A
Vavilovskii Zhurnal Genetiki i Selektsii,N/A
Veterinary Medicine-Research and Reports,N/A
Wenshan Review of Literature and Culture,N/A
World Journal of Acupuncture-Moxibustion,N/A
Worldwide Hospitality and Tourism Themes,N/A
ZEITSCHRIFT FUR PHILOSOPHISCHE FORSCHUNG,N/A
AMERICAN CATHOLIC PHILOSOPHICAL QUARTERLY,N/A
Acta Mathematica Universitatis Comenianae,N/A
Acta Universitatis Sapientiae Informatica,N/A
Acta Universitatis Sapientiae-Mathematica,N/A
Addicta-The Turkish Journal on Addictions,N/A
Advances in Group Theory and Applications,N/A
Agenda-Empowering Women for Gender Equity,N/A
Alpha-Revista de Artes Letras y Filosofia,N/A
Analisi-Quaderns de Comunicacio i Cultura,N/A
Annals of Geriatric Medicine and Research,N/A
HISTORIA-ZEITSCHRIFT FUR ALTE GESCHICHTE,N/A
HUMAN RESOURCE DEVELOPMENT INTERNATIONAL,N/A
History of Philosophy & Logical Analysis,N/A
Home Health Care Management and Practice,N/A
Human Behavior and Emerging Technologies,N/A
INFECTIOUS DISEASES IN CLINICAL PRACTICE,N/A
INTERNATIONAL JOURNAL OF EARLY CHILDHOOD,N/A
INTERNATIONAL JOURNAL OF IBERIAN STUDIES,N/A
Indian Journal of Critical Care Medicine,N/A
Indian Journal of Paediatric Dermatology,N/A
Indian Journal of Psychological Medicine,N/A
Information Resources Management Journal,N/A
Ingenius-Revista de Ciencia y Tecnologia,N/A
International Journal of Care and Caring,N/A
International Journal of Community Music,N/A
International Journal of English Studies,N/A
International Journal of Fashion Studies,N/A
International Journal of Geo-Engineering,N/A
International Journal of Islamic Thought,N/A
International Journal of Legal Discourse,N/A
International Journal of Prisoner Health,N/A
International Journal of Public Theology,N/A
International Journal of Whole Schooling,N/A
International Journal of e-Collaboration,N/A
International Review of Entrepreneurship,N/A
International Review of Scottish Studies,N/A
JCMS-Journal of Cinema and Media Studies,N/A
JOURNAL OF COLLEGE STUDENT PSYCHOTHERAPY,N/A
JOURNAL OF DIAGNOSTIC MEDICAL SONOGRAPHY,N/A
JOURNAL OF GAY & LESBIAN SOCIAL SERVICES,N/A
JOURNAL OF INTERDISCIPLINARY MATHEMATICS,N/A
JOURNAL OF SOCIAL WELFARE AND FAMILY LAW,N/A
JOURNAL OF THE AMERICAN ORIENTAL SOCIETY,N/A
JOURNAL OF THE ROYAL MUSICAL ASSOCIATION,N/A
Journal of Acupuncture and Tuina Science,N/A
Journal of Agriculture and Food Research,N/A
Journal of American-East Asian Relations,N/A
Journal of British Cinema and Television,N/A
Journal of Computer Science & Technology,N/A
Journal of Contemporary Drama in English,N/A
Journal of Contemporary Medical Sciences,N/A
Journal of Culinary Science & Technology,N/A
Journal of Dynamic Behavior of Materials,N/A
Journal of Education Culture and Society,N/A
Journal of Ethnicity in Criminal Justice,N/A
Journal of European Real Estate Research,N/A
Journal of Family and Community Medicine,N/A
Journal of Health and Allied Sciences NU,N/A
Journal of ICT Research and Applications,N/A
Journal of International Business Policy,N/A
Journal of Manual & Manipulative Therapy,N/A
Journal of Marketing Theory and Practice,N/A
Journal of Medical and Surgical Research,N/A
Journal of Metals Materials and Minerals,N/A
Journal of Nonlinear Functional Analysis,N/A
Journal of Property Investment & Finance,N/A
Journal of Pure and Applied Microbiology,N/A
Journal of Religion Spirituality & Aging,N/A
Journal of Research in Pharmacy Practice,N/A
Journal of Risk and Financial Management,N/A
Journal of Spirituality in Mental Health,N/A
Journal of Theoretical Social Psychology,N/A
Journal of the Institute of Conservation,N/A
Journal of the Japan Institute of Energy,N/A
South African Journal of Plant and Soil,N/A
South Asian Journal of Business Studies,N/A
Southeast Asian Bulletin of Mathematics,N/A
Studies in Self-Access Learning Journal,N/A
TIDSSKRIFT FOR DEN NORSKE LAEGEFORENING,N/A
Technology Innovation Management Review,N/A
Teka Komisji Urbanistyki i Architektury,N/A
Theoria-A Swedish Journal of Philosophy,N/A
Transplant Research and Risk Management,N/A
Transport and Telecommunication Journal,N/A
Tremor and Other Hyperkinetic Movements,N/A
Trends in Anaesthesia and Critical Care,N/A
Turkish Archives of Otorhinolaryngology,N/A
Tzintzun-Revista de Estudios Historicos,N/A
Urbanities-Journal of Urban Ethnography,N/A
Vojenske Rozhledy-Czech Military Review,N/A
ACM Transactions on Accessible Computing,N/A
ACS Pharmacology & Translational Science,N/A
Accounting Economics and Law-A Convivium,N/A
Active and Passive Electronic Components,N/A
Advances in Pure and Applied Mathematics,N/A
African Journal of Neurological Sciences,N/A
African Journal of Nursing and Midwifery,N/A
Annales Francaises de Medecine d Urgence,N/A
Archiv fur Rechts- und Sozialphilosophie,N/A
Archives of Clinical Infectious Diseases,N/A
Archives of Psychiatry and Psychotherapy,N/A
Asia-Pacific Journal of Regional Science,N/A
Asian Journal of Agriculture and Biology,N/A
Asian Journal of Atmospheric Environment,N/A
Asian Journal of Business and Accounting,N/A
Australasian Journal of Regional Studies,N/A
Australian Intellectual Property Journal,N/A
Australian Journal of Administrative Law,N/A
Australian Journal of Career Development,N/A
Australian Review of Applied Linguistics,N/A
Azania-Archaeological Research in Africa,N/A
BIOGRAPHY-AN INTERDISCIPLINARY QUARTERLY,N/A
Biomedical Physics & Engineering Express,N/A
Body Movement and Dance in Psychotherapy,N/A
Brumal-Research Journal on the Fantastic,N/A
Bruno Pini Mathematical Analysis Seminar,N/A
CPU-e Revista de Investigacion Educativa,N/A
CRITIQUE-STUDIES IN CONTEMPORARY FICTION,N/A
Caderno Profissional de Marketing Unimep,N/A
Cadernos Educacao Tecnologia e Sociedade,N/A
Civil Engineering Journal-Stavebni Obzor,N/A
Collectivus-Revista de Ciencias Sociales,N/A
Commonwealth Journal of Local Governance,N/A
Communication Sciences and Disorders-CSD,N/A
Comparative Cognition & Behavior Reviews,N/A
Concentric-Literary and Cultural Studies,N/A
Contributions to the History of Concepts,N/A
